location,region,date,slice_conc,louse_sex,louse_stage,temp_0_hrs,temp_6_hrs,temp_12_hrs,temp_18_hrs,temp_24_hrs,dead,moribund,live,avg_temp,dead_and_moribund,comments
Burdwoods,Broughton,June 7 2015,180,m,p2,17,8,10,15,10,0,1,0,12,1,
Burdwoods,Broughton,June 7 2015,180,m,p2,17,8,10,15,10,1,0,0,12,1,
Burdwoods,Broughton,June 7 2015,180,m,p2,17,8,10,15,10,1,0,0,12,1,
Burdwoods,Broughton,June 7 2015,180,m,p2,17,8,10,15,10,1,0,0,12,1,
Burdwoods,Broughton,June 7 2015,180,f,p2,17,8,10,15,10,1,0,0,12,1,
Burdwoods,Broughton,June 9 2015,0,m,p2,14,9,7,11,13,0,0,1,10.8,0,
Burdwoods,Broughton,June 9 2015,0,m,p2,14,9,7,11,13,0,0,1,10.8,0,
Burdwoods,Broughton,June 9 2015,0,m,p2,14,9,7,11,13,0,1,0,10.8,1,
Burdwoods,Broughton,June 9 2015,0,f,p2,14,9,7,11,13,0,0,1,10.8,0,
Burdwoods,Broughton,June 9 2015,0,f,p2,14,9,7,11,13,0,0,1,10.8,0,
Burdwoods,Broughton,June 9 2015,15,m,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,15,m,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,15,m,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,15,f,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,15,f,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,15,f,p2,14,9,8,11,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,30,m,p2,14,9.5,8,11,13,0,0,1,11.1,0,
Burdwoods,Broughton,June 9 2015,30,m,p2,14,9.5,8,11,13,0,0,1,11.1,0,
Burdwoods,Broughton,June 9 2015,30,m,p2,14,9.5,8,11,13,0,1,0,11.1,1,
Burdwoods,Broughton,June 9 2015,30,f,p2,14,9.5,8,11,13,0,0,1,11.1,0,
Burdwoods,Broughton,June 9 2015,30,f,p2,14,9.5,8,11,13,1,0,0,11.1,1,
Burdwoods,Broughton,June 9 2015,30,f,p2,14,9.5,8,11,13,1,0,0,11.1,1,
Burdwoods,Broughton,June 9 2015,60,m,p2,14,9.5,8,11,14,0,0,1,11.3,0,
Burdwoods,Broughton,June 9 2015,60,m,p2,14,9.5,8,11,14,0,1,0,11.3,1,
Burdwoods,Broughton,June 9 2015,60,m,p2,14,9.5,8,11,14,0,1,0,11.3,1,
Burdwoods,Broughton,June 9 2015,60,f,p2,14,9.5,8,11,14,0,0,1,11.3,0,
Burdwoods,Broughton,June 9 2015,60,f,p2,14,9.5,8,11,14,0,1,0,11.3,1,
Burdwoods,Broughton,June 9 2015,60,f,p2,14,9.5,8,11,14,1,0,0,11.3,1,
Burdwoods,Broughton,June 9 2015,90,m,p2,14,9.5,8,10.5,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,90,m,p2,14,9.5,8,10.5,13,0,1,0,11,1,
Burdwoods,Broughton,June 9 2015,90,m,p2,14,9.5,8,10.5,13,1,0,0,11,1,
Burdwoods,Broughton,June 9 2015,90,f,p2,14,9.5,8,10.5,13,0,0,1,11,0,
Burdwoods,Broughton,June 9 2015,90,f,p2,14,9.5,8,10.5,13,0,1,0,11,1,
Burdwoods,Broughton,June 9 2015,90,f,p2,14,9.5,8,10.5,13,1,0,0,11,1,
Burdwoods,Broughton,June 9 2015,180,m,p2,14,10,8,11,12,1,0,0,11,1,
Burdwoods,Broughton,June 9 2015,180,m,p2,14,10,8,11,12,1,0,0,11,1,
Burdwoods,Broughton,June 9 2015,180,m,p2,14,10,8,11,12,1,0,0,11,1,
Burdwoods,Broughton,June 9 2015,180,f,p2,14,10,8,11,12,1,0,0,11,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,m,p2,13,8,10,10,12,0,0,1,10.6,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,m,p2,13,8,10,10,12,0,0,1,10.6,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,m,p2,13,8,10,10,12,1,0,0,10.6,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,f,p2,13,8,10,10,12,0,0,1,10.6,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,f,p2,13,8,10,10,12,0,0,1,10.6,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,0,f,p2,13,8,10,10,12,0,0,1,10.6,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,m,p2,13,8,9,9,11,0,0,1,10,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,m,p2,13,8,9,9,11,0,0,1,10,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,m,p2,13,8,9,9,11,0,0,1,10,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,f,p2,13,8,9,9,11,0,0,1,10,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,f,p2,13,8,9,9,11,0,0,1,10,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,15,f,p2,13,8,9,9,11,1,0,0,10,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,m,p2,13,8,9,9,12,0,0,1,10.2,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,m,p2,13,8,9,9,12,0,0,1,10.2,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,m,p2,13,8,9,9,12,0,0,1,10.2,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,f,p2,13,8,9,9,12,0,0,1,10.2,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,f,p2,13,8,9,9,12,0,0,1,10.2,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,30,f,p2,13,8,9,9,12,0,1,0,10.2,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,m,p2,13,8,10,10,11,0,0,1,10.4,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,m,p2,13,8,10,10,11,0,0,1,10.4,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,m,p2,13,8,10,10,11,1,0,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,f,p2,13,8,10,10,11,0,0,1,10.4,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,f,p2,13,8,10,10,11,0,0,1,10.4,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,60,f,p2,13,8,10,10,11,0,1,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,m,p2,13,8,9.5,9,11,0,0,1,10.1,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,m,p2,13,8,9.5,9,11,0,0,1,10.1,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,m,p2,13,8,9.5,9,11,1,0,0,10.1,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,f,p2,13,8,9.5,9,11,0,0,1,10.1,0,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,f,p2,13,8,9.5,9,11,1,0,0,10.1,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,90,f,p2,13,8,9.5,9,11,1,0,0,10.1,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,m,p2,13,8,9.5,9.5,12,0,1,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,m,p2,13,8,9.5,9.5,12,1,0,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,m,p2,13,8,9.5,9.5,12,1,0,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,f,p2,13,8,9.5,9.5,12,1,0,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,f,p2,13,8,9.5,9.5,12,1,0,0,10.4,1,
"Burdwoods, wicklow, glacier",Broughton,June 13 2015,180,f,p2,13,8,9.5,9.5,12,1,0,0,10.4,1,
